STORE,STORE_NAME,LABEL_NAME,ADDRESS,GEO_LATITUDE,GEO_LONGITUDE,OPEN_TIME,CLOSE_TIME
227,Омск 3-я Железнодорожная 11,Холди,"644023, г. Омск, ул. 3-я Железнодорожная, 11",54.943075,73.4412,9:00:00 AM,10:00:00 PM
228,Омск 75 Гвардейской Бригады 18А,Холди,"644076, г. Омск, ул. 75 Гвардейской Бригады, 18а",54.971698,73.478435,9:00:00 AM,10:00:00 PM
229,Ключи Березовая 6,Холди,"644516, пос. Ключи, ул. Березовая, 6",55.154681,73.21133,9:00:00 AM,10:00:00 PM
230,Омск Блюхера 14,Сибириада,"644045, г. Омск, ул. Блюхера, 14",55.033749,73.299599,9:00:00 AM,10:00:00 PM
232,Омск Взлетная 6,Холди,"644112, г. Омск, ул. Взлетная, 6",54.996035,73.298368,9:00:00 AM,10:00:00 PM
233,Омск Волочаевская 21,Сибириада,"644043, г. Омск, ул.Волочаевская, 21",54.998974,73.352357,8:00:00 AM,11:00:00 PM
234,Омск Ермолаева 3Б,Холди,"644076, г. Омск, ул. Ермолаева, 3б",54.978674,73.472372,8:00:00 AM,10:00:00 PM
235,Омск Жуковского 32,Планета Холидей,"644060, г. Омск, ул. Жуковского, 32",54.923673,73.408834,8:00:00 AM,11:00:00 PM
236,Омск Камерный Переулок 49,Сибириада,"644117, г. Омск, ул. Камерный Переулок, 49",54.95428,73.460415,8:00:00 AM,10:00:00 PM
237,Светлый Василия Маргелова 239/2,Сибириада,"644025, пос. Светлый, ул. Василия Маргелова, 239/2",54.886166,73.485469,8:00:00 AM,11:00:00 PM
238,Марьяновка Ленина 10,Холди,"646040, пос. Марьяновка, ул. Ленина, 10",54.960276,72.638942,8:00:00 AM,9:00:00 PM
239,55 Омск Входной 3/2,Сибириада,"644068, г. Омск, ул.Входной 3/2",54.951137,73.170178,9:00:00 AM,10:00:00 PM
240,Омск Входной 28/1,Сибириада,"644068, г. Омск, ул. Входной, 28/1",54.94893,73.173487,8:00:00 AM,11:00:00 PM
241,Омск Харьковская 9,Холди,"644041, г. Омск, ул. Харьковская, 9",54.946224,73.415733,9:00:00 AM,10:00:00 PM
242,Омск 2-я Поселковая 53,Холди,"644077, г. Омск, ул. 2-я Поселковая, 53",55.029131,73.29826,9:00:00 AM,10:00:00 PM
244,Омск 14-й Военный городок 147,Сибириада,"644098, г. Омск, 14-й Военный городок, 147",54.846042,73.403453,8:00:00 AM,11:00:00 PM
245,Омск 21-я Амурская 6Г,Сибириада,"644090, г. Омск, ул. 21-я Амурская, 6г",55.025137,73.41072,8:00:00 AM,12:00:00 AM
247,Омск Горячева 8,Холди,"644041, г. Омск, ул. Горячева, 8",55.043654,73.275533,9:00:00 AM,10:00:00 PM
248,Омск Иртышская Набережная 36,Холди,"644090, г. Омск, ул. Иртышская Набережная, 36",54.949978,73.379225,9:00:00 AM,10:00:00 PM
249,Омск Проспект Менделеева 39,Сибириада,"644090, г. Омск, ул. Проспект Менделеева, 39",55.041483,73.329962,8:00:00 AM,11:00:00 PM
253,ММ7 Новокузнецк Косыгина 7,Минимаркет Кора,"654054, г. Новокузнецк, ул. Косыгина, 7",53.888107,87.108887,8:00:00 AM,11:00:00 PM
254,Павловск Каменский тракт 15б,Холди,"659000, пос. Павловск, ул. Каменский тракт, 15б",53.333613,82.935764,8:00:00 AM,9:00:00 PM
255,Азово Советская 58,Сибириада,"646880, пос. Азово, ул. Советская, 58",54.704935,73.03253,8:00:00 AM,10:00:00 PM
256,Таврическое Ленина 65,Холди,"646800, пос. Таврическое, ул. Ленина, 65",54.584213,73.635793,9:00:00 AM,10:00:00 PM
257,54 Краснозерское Советская 4 корпус 3,Холди,"632902, рп. Краснозерское, ул. Советская, 4, корпус 3",53.976872,79.240302,8:00:00 AM,10:00:00 PM
258,Любино Пионерская 4А,Холди,"646150, пос. Любино, ул. Пионерская, 4а",55.207012,73.020681,8:00:00 AM,9:00:00 PM
260,Москаленки Комсомольская 63,Холди,"646070, пгт. Москаленки, ул. Комсомольская, 63",54.939336,71.938373,8:00:00 AM,9:00:00 PM
261,Кормиловка Кирова 42,Холди,"646970, пос. Кормиловка, ул. Кирова, 42",54.999382,74.094383,8:00:00 AM,9:00:00 PM
262,Омск Комкова 1,Планета Холидей,"644073, г. Омск, ул. Комкова, 1",54.99651,73.235225,8:00:00 AM,12:00:00 AM
263,Омск Заозерная 19,Сибириада,"644012, г. Омск, ул. Заозерная, 19, 1п",55.040298,73.313785,8:00:00 AM,12:00:00 AM
264,42К УК19 Кемерово Дружбы 35,Универсам Кора,"650024, г. Кемерово, ул. Дружбы, д. 35",55.313603,86.102083,8:00:00 AM,12:00:00 AM
265,Д15 Бачатский Шевцовой 61,Холди,"652642, пгт. Бачатский, ул. Шевцовой, 61",54.283901,86.099424,8:00:00 AM,9:00:00 PM
267,Томск Комсомольский 46,Холидей Классик,"634021, г. Томск, ул. Комсомольский проспект, 46",56.479421,84.982414,8:00:00 AM,10:00:00 PM
268,УК9 Кемерово Леонова 10,Универсам Кора,"650033, г. Кемерово, ул. Леонова, 10",55.393375,86.017704,8:00:00 AM,11:00:00 PM
269,Каргат Советская 203,Холди,"632402, г. Каргат, ул. Советская, 203",55.190811,80.232913,8:00:00 AM,9:00:00 PM
270,Молчаново Валикова 25,Холди,"636331, пос. Молчаново, ул. Валикова, 25",57.581542,83.761829,8:00:00 AM,9:00:00 PM
272,Линево Листвянская 6А,Холди,"633216, пгт. Линево, ул. Листвянская, 6а",54.455925,83.36868,8:00:00 AM,9:00:00 PM
273,55 Омск Кирова 20,Планета Холидей,"644012, г. Омск, ул. Кирова, 20",54.942366,73.423683,8:00:00 AM,12:00:00 AM
274,22 Славгород Ленина 26,Холди,"658820, г. Славгород, ул. Ленина, 26",52.984355,78.644099,8:00:00 AM,9:00:00 PM
275,55 Калачинск 30 лет Победы 5А,Холди,"646901, г. Калачинск, ул. 30 Лет Победы, 5а",55.043546,74.56519,9:00:00 AM,10:00:00 PM
276,"42Н Осинники ул. Советская, 5",Минимаркет Кора,"652811, г. Осинники, ул. Советская, 5",53.599336,87.334778,8:00:00 AM,11:00:00 PM
277,42Н Междуреченск ул. Юности 11,Холидей Классик,"652877, г. Междуреченск, ул. Юности, 11",53.683434,88.070318,8:00:00 AM,12:00:00 AM
278,42Н Новокузнецк Орджоникидзе 28А,Холидей Классик,"654005, г. Новокузнецк, ул. Орджоникидзе, 28а",53.762956,87.111196,8:00:00 AM,12:00:00 AM
279,42К Тяжинский Ленина 48,Холди,"652240, пгт. Тяжинский, ул. Ленина, 48",56.104828,88.510071,8:00:00 AM,9:00:00 PM
280,22 Барнаул Павловский тракт 60а/1,Сибириада,"656064, г. Барнаул, ул. Павловский тракт, 60а/1",53.34193,83.708216,8:00:00 AM,10:00:00 PM
286,22 Барнаул Павловский тракт 134б,Сибириада,"656057, г. Барнаул, ул. Павловский тракт, 134б",53.344489,83.680288,8:00:00 AM,10:00:00 PM
287,55 Омск Жукова 107,Планета Холидей,"644046, г. Омск, ул. Жукова, 107",54.968339,73.391424,8:00:00 AM,12:00:00 AM
288,42К СХ5 Зеленогорский Центральная 36-1,Холидей Классик,"652449, пгт. Зеленогорский, ул. Центральная, 36-1",55.006435,86.952428,8:00:00 AM,10:00:00 PM
289,70 Томск Иркутский тракт 118/1,Сибириада,"634062, г. Томск, ул. Иркутский тракт, 118/1",56.512434,85.040759,8:00:00 AM,10:00:00 PM
290,42Н СХ4 Междуреченск Шахтеров 35а,Холидей Классик,"652870, г. Междуреченск, пр-т Шахтеров, 35а",53.699829,88.037575,8:00:00 AM,12:00:00 AM
291,54 Новосибирск Балтийская 29,Холидей Классик,"630058, г. Новосибирск, ул. Балтийская, 29",54.854942,83.050658,8:00:00 AM,12:00:00 AM
294,22 Алтайское Советская 150,Холди,"659650, с. Алтайское, ул. Советская, 150",51.954324,85.337015,8:00:00 AM,9:00:00 PM
295,42К ММ9 п.Металлплощадка б-р Строителей 73,Сибириада,"650517, п. Металлплощадка, б-р Строителей, 73",55.320335,86.185779,8:00:00 AM,10:00:00 PM
296,70 Томск Розы Люксембург 101,Сибириада,"634026, г. Томск, ул. Розы Люксембург, 101",56.505704,84.951655,8:00:00 AM,10:00:00 PM
297,54 Куйбышев Маяковского 59,Холди,"632383, г. Куйбышев, ул. Маяковского, 59",55.447468,78.326849,8:00:00 AM,9:00:00 PM
299,55 Омск Богдана Хмельницкого 42/1,Планета Холидей,"644070, г. Омск, Омская, угол ул. Б.Хмельницкого, 114/42, корп. 2/1",54.953447,73.413496,8:00:00 AM,11:00:00 PM
300,55 Омск Проспект Менделеева 30,Сибириада,"644090, г. Омск, ул. Проспект Менделеева, 30",55.042855,73.321023,8:00:00 AM,11:00:00 PM
303,22 Славгород Карла Маркса 143,Сибириада,"658820, г. Славгород, ул. Карла Маркса, 143",52.995245,78.642365,8:00:00 AM,10:00:00 PM
304,42Н Междуреченск Интернациональная 43,Холидей Классик,"652884, г. Междуреченск, ул. Интернациональная, 43",53.686596,88.070372,8:00:00 AM,12:00:00 AM
306,42К Топки Горная 1г/3,Холди,"652300, г. Топки, ул. Горная, 1г/3",55.28339,85.63159,8:00:00 AM,9:00:00 PM
307,22 Бийск Ленина 252/2,Холидей Классик,"659306, г. Бийск, ул. Ленина, 252/2",52.545996,85.227222,8:00:00 AM,12:00:00 AM
308,22 Барнаул Попова 97,Холди,"656057, г. Барнаул, ул. Попова, 97",53.346871,83.673011,8:00:00 AM,9:00:00 PM
311,54 Сузун Ленина 52,Холди,"633623, пгт. Сузун, ул. Ленина, 52",53.777378,82.321271,8:00:00 AM,9:00:00 PM
312,70 Томск Киевская 9а,Сибириада,"634061, г. Томск, ул. Киевская, 9а",56.480972,84.975434,9:00:00 AM,9:00:00 PM
314,54 Бердск Первомайская 121,Холидей Классик,"633009, г. Бердск, ул. Первомайская, 121",54.741649,83.061564,8:00:00 AM,12:00:00 AM
315,55 Исилькуль Октябрьская 9Е,Холди,"646023, г. Исилькуль, ул. Октябрьская, 9Е",54.920351,71.275613,8:00:00 AM,9:00:00 PM
316,22 Барнаул Северо-Западная 155,Холди,"656052, г. Барнаул, ул. Северо-Западная, 155",53.35999,83.726784,8:00:00 AM,9:00:00 PM
317,54 Новосибирск Ленина 25,Сибириада,"630004, г. Новосибирск, ул. Ленина, 25",55.029931,82.904368,8:00:00 AM,10:00:00 PM
318,54 Новосибирск Орджоникидзе 35,Сибириада,"630099, г. Новосибирск, ул. Орджоникидзе, 35",55.031892,82.926358,8:00:00 AM,12:00:00 AM
319,54 Новосибирск Богдана Хмельницкого 12,Сибириада,"630075, г. Новосибирск, ул. Богдана Хмельницкого, 12",55.068257,82.940103,8:00:00 AM,10:00:00 PM
320,54 Новосибирск Планировочная 56,Холди,"630032, г. Новосибирск, ул. Планировочная, 56",54.996418,82.893992,8:00:00 AM,9:00:00 PM
321,54 Обь Строительная 19,Холди,"633102, г. Обь, ул. Строительная, 19",54.991898,82.704376,8:00:00 AM,9:00:00 PM
323,54 Новосибирск Комсомольская 2/2,Холди,"630066, г. Новосибирск, ул. Комсомольская, 2/2",54.955675,82.971616,8:00:00 AM,9:00:00 PM
324,42Н Междуреченск Строителей 46,Холди,"652870, г. Междуреченск, пр-т Строителей, 46",53.680586,88.083569,8:00:00 AM,9:00:00 PM
326,55 Шербакуль Советская 97,Холди,"646700, р.п. Щербакуль, ул. Советская, 97",54.629841,72.394043,8:00:00 AM,9:00:00 PM
328,55 Полтавка Победы 32А,Холди,"646740, пос. Полтавка, ул. Победы, 32а",55.296872,75.071211,8:00:00 AM,9:00:00 PM
329,54 Новосибирск Сухарная 35,Холидей Классик,"630000, г. Новосибирск, ул. Сухарная, 35",55.04678,82.873556,8:00:00 AM,12:00:00 AM
330,70 Томск Иркутский тракт 37Б,Холидей Классик,"634049, г. Томск, ул. Иркутский тракт, 37б",56.503592,85.012453,7:00:00 AM,10:00:00 PM
331,22 Рубцовск Ленина 85,Холди,"658200, г. Рубцовск, ул. Ленина, 85",51.501336,81.207917,8:00:00 AM,9:00:00 PM
332,22 Барнаул Исакова 234,Сибириада,"656055, г. Барнаул, ул. Георгия Исакова, 234",53.3666,83.684806,8:00:00 AM,10:00:00 PM
333,55 Омск Дианова 22,Холди,"644073, г. Омск, ул. Дианова, 22",54.995416,73.240822,9:00:00 AM,10:00:00 PM
334,42К Кемерово Инициативная 5а,Холди,"650001, г. Кемерово, ул. Инициативная, 5а",55.39338,86.001768,8:00:00 AM,9:00:00 PM
335,42К Белово Ленина 6,Холди,"652600, г. Белово, ул. Ленина, 6",54.420616,86.307554,8:00:00 AM,9:00:00 PM
336,55 Омск Гашека 16,Холди,"644109, г. Омск, ул. Гашека, 16",54.908883,73.447048,9:00:00 AM,10:00:00 PM
338,22 Камень-на-Оби Пушкина 25А,Сибириада,"658700, г. Камень-на-Оби, ул. Пушкина, 25а",53.791082,81.347677,8:00:00 AM,10:00:00 PM
339,42К Промышленная Коммунистическая 45А-1,Холди,"652380, пос. Промышленная, ул. Коммунистическая, 45а-1",54.908433,85.640349,8:00:00 AM,9:00:00 PM
340,42К Гурьевск Партизанская 24,Холди,"652785, г. Гурьевск, ул. Партизанская, 24",54.286556,85.967928,8:00:00 AM,9:00:00 PM
341,54 Краснозерское Октябрьская 5Г,Холди,"632902, с. Краснозерское, ул. Октябрьская, 5г",53.987457,79.239897,8:00:00 AM,9:00:00 PM
342,54 Евсино Гагарина 45а,Холди,"633220, ст. Евсино, ул. Гагарина, 45а",54.507495,83.333879,8:00:00 AM,9:00:00 PM
343,54 Карасук Тургенева 86,Холди,"632865, г. Карасук, ул. Тургенева, 86",53.738208,78.025285,8:00:00 AM,9:00:00 PM
344,70 Северск ул. Победы 12Б,Холидей Классик,"636019, г. Северск, ул. Победы, 12б",56.577719,84.920744,8:00:00 AM,11:00:00 PM
346,22 Белокуриха Советская 7/2,Холди,"659900, г. Белокуриха, ул. Советская, 7/2",51.998428,84.983186,8:00:00 AM,9:00:00 PM
347,55 Омск 22 Апреля 50,Сибириада,"644089, г. Омск, ул. 22 Апреля, 50",55.036024,73.255788,8:00:00 AM,10:00:00 PM
349,22 Барнаул Малахова 33А,Холди,"656036, г. Барнаул, ул. Малахова, 33а",53.377554,83.713723,8:00:00 AM,10:00:00 PM
351,22 Барнаул Солнечная Поляна 15,Холди,"656060, г. Барнаул, ул. Солнечная Поляна, 15",53.371,83.663561,8:00:00 AM,9:00:00 PM
352,54 Новосибирск Зорге 1А,Холидей Классик,"630088, г. Новосибирск, ул. Зорге, 1а",54.938188,82.898825,8:00:00 AM,10:00:00 PM
353,54 Новосибирск Есенина 1г,Холди,"630124, г. Новосибирск, ул. Есенина, 1г",55.05301,82.996858,8:00:00 AM,9:00:00 PM
354,42К Ленинск-Кузнецкий Пушкина 2,Холди,"652515, г. Ленинск-Кузнецкий, ул. Пушкина, 2",54.671461,86.179167,8:00:00 AM,9:00:00 PM
355,42К Гурьевск Коммунистическая 4а,Холди,"652782, г. Гурьевск, ул. Коммунистическая, 4а",54.28172,85.93284,8:00:00 AM,9:00:00 PM
356,22 Барнаул Куйбышева 6,Холди,"656906, г. Барнаул, ул. Куйбышева, 6",53.25535,83.691328,8:00:00 AM,9:00:00 PM
357,22 Павловск Калинина 16,Холидей Классик,"659000, пос. Павловск, ул. Калинина, 16",53.31531,82.997029,8:00:00 AM,10:00:00 PM
358,22 Сибирский Строителей 18,Холди,"658076, пос. Сибирский, ул. Строителей, 18",53.767059,87.109471,8:00:00 AM,9:00:00 PM
359,55 Омск Туполева 5/1,Сибириада,"644112, г. Омск, ул. Туполева, 5 к. 1",54.994538,73.305411,8:00:00 AM,12:00:00 AM
360,70 Северск Победы 29,Сибириада,"636013, г. Северск, ул. Победы, 29",56.577655,84.923852,8:00:00 AM,10:00:00 PM
362,55 Омск Химиков 52,Сибириада,"644083, г. Омск, ул. Химиков, 52",55.053134,73.303156,8:00:00 AM,11:00:00 PM
364,42К Гурьевск 30 лет Победы 42,Холидей Классик,"652785, г. Гурьевск, ул. 30 лет Победы, 42",54.285678,85.94468,8:00:00 AM,10:00:00 PM
365,42К Анжеро-Судженск Коминтерна 26,Холди,"652472, г. Анжеро-Судженск, ул. Коминтерна, 26",56.124441,86.030217,8:00:00 AM,9:00:00 PM
366,42Н Новокузнецк Клименко 29/4,Холидей Классик,"654038, г. Новокузнецк, ул. Клименко, 29/4",53.828629,87.159184,8:00:00 AM,11:00:00 PM
369,55 Омск Вокзальная 27,Холди,"644005, г. Омск, ул. Вокзальная, 27",54.940789,73.396563,9:00:00 AM,10:00:00 PM
371,54 Тогучин Садовая 9/1,Холди,"633450, г. Тогучин, ул. Садовая, 9/1",55.240143,84.407303,8:00:00 AM,9:00:00 PM
373,22 Барнаул Кулагина 44,Холди,"656012, г. Барнаул, ул. Кулагина, 44",53.378279,83.789523,8:00:00 AM,9:00:00 PM
374,55 Омск Краснознаменная 24,Сибириада,"644013, г. Омск, ул. Краснознаменная, 24",55.03589,73.459148,8:00:00 AM,11:00:00 PM
375,55 Омск Труда 49,Сибириада,"644121, г. Омск, ул. Труда, 49",54.93225,73.371581,8:00:00 AM,12:00:00 AM
376,55 Омск Лукашевича 21А,Холди,"644092, г. Омск, ул. Лукашевича, 21а",54.99555,73.280572,9:00:00 AM,10:00:00 PM
377,22 Барнаул Привокзальная 12А,Холди,"656015, г. Барнаул, ул. Привокзальная, 12а",53.353138,83.759537,8:00:00 AM,9:00:00 PM
378,55 Светлый Маргелова 194/1,Сибириада,"644025, п. Светлый, ул. В.Маргелова, 194/1",54.989342,73.368212,8:00:00 AM,10:00:00 PM
380,55 Омск 22 Апреля 8,Сибириада,"644088, г. Омск, ул. 22 Апреля, 8",55.042525,73.289223,9:00:00 AM,11:00:00 PM
381,55 Омск Бульвар Архитекторов 10,Сибириада,"644112, г. Омск, Бульвар Архитекторов, 10",54.991981,73.307405,9:00:00 AM,10:00:00 PM
382,54 Болотное Вокзальная 9,Холди,"633340, г. Болотное, ул. Вокзальная, 9",55.667523,84.392634,8:00:00 AM,9:00:00 PM
383,54 Новосибирск Приморская 30А,Холди,"630098, г. Новосибирск, ул. Приморская, 30а",54.866124,82.991064,8:00:00 AM,9:00:00 PM
385,22 Благовещенка Советская 57,Холди,"658672, г. Благовещенка, ул. Советская, 57",52.829104,79.873623,8:00:00 AM,9:00:00 PM
386,55 Омск Волкова 3,Холди,"644045, г. Омск, ул. Волкова, 3",55.033754,73.304432,9:00:00 AM,10:00:00 PM
388,55 Омск Волховстроя 90,Сибириада,"644033, г. Омск, ул. Волховстроя, 90",55.010132,73.348296,8:00:00 AM,11:00:00 PM
390,70 Северск Калинина 157А,Холидей Классик,"636037, г. Северск, ул. Калинина, 157а",56.588511,84.929081,8:00:00 AM,11:00:00 PM
391,54 Новосибирск Героев Революции 35,Холидей Классик,"630046, г. Новосибирск, ул. Героев Революции, 35",54.975956,83.08209,8:00:00 AM,12:00:00 AM
392,42К Кемерово Тухачевского 31г,Холди,"650070, г. Кемерово, ул. Тухачевского, 31г",55.332857,86.125726,8:00:00 AM,10:00:00 PM
393,22 Бийск Ленина 312,Холди,"659306, г. Бийск, ул. Ленина, 312 ",52.545996,85.227222,8:00:00 AM,9:00:00 PM
394,54 Новосибирск Беловежская 4,Сибириада,"630024, г. Новосибирск, ул. Беловежская, 4",54.964618,82.897972,8:00:00 AM,10:00:00 PM
395,54 Довольное Набережная 10б,Холди,"632450, с. Довольное, ул. Набережная, 10б ",54.494251,79.669167,8:00:00 AM,9:00:00 PM
397,55 Омск Проспект Мира 88,Сибириада,"644077, г. Омск, ул. Проспект Мира, 88",55.02941,73.256219,9:00:00 AM,11:00:00 PM
398,55 Оконешниково Коммунистическая 99,Холди,"646940, р.п. Оконешниково, ул. Коммунистическая, 99",54.840224,75.077038,8:00:00 AM,9:00:00 PM
399,55 Омск 10 Чередовая 26/1,Сибириада,"644030, г. Омск, ул. 10 Чередовая, 26/1",54.921277,73.418203,8:00:00 AM,10:00:00 PM
400,55 Омск 21 Амурская 20в,Сибириада,"644086, г. Омск, ул. 21 Амурская, 20в",55.029766,73.416523,8:00:00 AM,10:00:00 PM
401,55 Омск Челюскинцев 104/1,Сибириада,"644052, г. Омск, ул. Челюскинцев, 104/1",55.013859,73.407459,8:00:00 AM,12:00:00 AM
402,55 Омск Ватутина 3,Сибириада,"644022, г. Омск, ул. Ватутина, 3",54.990122,73.271832,8:00:00 AM,11:00:00 PM
405,70 Северск Проспект Коммунистический 124а,Холди,"636037, г. Северск, ул. Проспект Коммунистический, 124а",56.58119,84.924562,8:00:00 AM,10:00:00 PM
406,55 Омск Глинки 1а,Сибириада,"644083, г. Омск, ул. Глинки, 1а",55.053191,73.308995,9:00:00 AM,10:00:00 PM
407,55 Омск 2 Солнечная 26,Холди,"644073, г. Омск, ул. 2 Солнечная, 26",54.996671,73.22114,9:00:00 AM,10:00:00 PM
408,55 Омск Бульвар Заречный 2,Сибириада,"644119, г. Омск, ул. Бульвар Заречный, 2",54.99932,73.28678,8:00:00 AM,10:00:00 PM
409,54 Маслянино Садовая 6,Холди,"633564, с. Маслянино, ул. Садовая, 6",54.346968,84.207464,8:00:00 AM,9:00:00 PM
411,55 Омск Ватутина 7В,Планета Холидей,"644022, г. Омск, ул. Ватутина, 7В",54.987782,73.275991,8:00:00 AM,12:00:00 AM
412,22 Барнаул Павловский тракт 275,Холидей Классик,"656067, г. Барнаул, Павловский тракт, 275",53.343543,83.66578,8:00:00 AM,12:00:00 AM
413,22 Новоалтайск 8-й микрорайон 29,Холидей Классик,"658080, г. Новоалтайск, 8-й микрорайон, 29",53.412633,83.931564,8:00:00 AM,12:00:00 AM
414,22 Новоалтайск Прудская 1А,Холидей Классик,"658080, г. Новоалтайск, ул. Прудская, 1А",53.421294,83.928977,8:00:00 AM,12:00:00 AM
415,22 Завьялово Советская 121,Холди,"658620, с. Завьялово, ул.Советская, 121",52.829971,80.903945,8:00:00 AM,9:00:00 PM
416,54 Новосибирск Выборная,Холидей Классик,"630126, г. Новосибирск, ул. Выборная, 99/11",55.006151,83.013585,8:00:00 AM,12:00:00 AM
417,55 Омск Волгоградская 24А,Сибириада,"644106, г. Омск, ул.Волгоградская, 24А",54.989936,73.261887,9:00:00 AM,10:00:00 PM
419,55 Калачинск Вокзальная 37,Холди,"646901, г. Калачинск, ул. Вокзальная, 37",55.044928,74.576976,8:00:00 AM,10:00:00 PM
420,54 Чулым Октябрьская 8в,Холди,"632551, г. Чулым, ул. Октябрьская, 8в",55.090067,80.975182,8:00:00 AM,9:00:00 PM
421,42К Гурьевск Р.Люксембург 64,Холидей Классик,"652785, г. Гурьевск, ул. Р.Люксембург, 64",54.283654,85.96703,8:00:00 AM,10:00:00 PM
423,54 Новосибирск Арбузова 2/3,Холди,"630117, г. Новосибирск, ул. Арбузова, 2/3",54.87044,83.108483,8:00:00 AM,9:00:00 PM
424,42К Верх-Чебула Советская 149,Холди,"652270, п.г.т. Верх-Чебула, ул. Советская, 149",56.034994,87.621098,8:00:00 AM,9:00:00 PM
425,55 Омск Дианова 27,Сибириада,"644106, г. Омск, ул. Дианова, 27",54.993737,73.242466,9:00:00 AM,10:00:00 PM
426,55 Омск Проспект Мира 42/1,Планета Холидей,"644050, г. Омск, ул. Мира, 42 корп.1",55.028637,73.287932,8:00:00 AM,12:00:00 AM
428,55 Омск 2 Кировская 96,Сибириада,"644082, г. Омск, ул. 2 Кировская, 96",54.927336,73.316532,8:00:00 AM,10:00:00 PM
429,55 Омск Завертяева 26к1,Холди,"644086, г. Омск, ул. Завертяева, 26 корпус 1",55.032573,73.459319,9:00:00 AM,10:00:00 PM
430,54 Новосибирск Писарева 60,Холди,"630005, г. Новосибирск, ул. Писарева, 60",55.049318,82.929664,8:00:00 AM,9:00:00 PM
432,55 Омск Худенко 3,Сибириада,"644027, г. Омск, ул. Худенко, 3",54.973744,73.435702,8:00:00 AM,11:00:00 PM
433,22 Рубцовск Красная 91,Холди,"658210, г. Рубцовск, ул. Красная, 91",51.498701,81.20445,8:00:00 AM,9:00:00 PM
434,55 Омск 3Транспортная 4к2,Сибириада,"644106, г. Омск, ул. 3-я Транспортная, 4 корпус 2",54.956745,73.411116,8:00:00 AM,10:00:00 PM
435,55 Омск Дианова 7к1,Холди,"644106, г. Омск, ул. Дианова, 7к1",54.993427,73.262453,9:00:00 AM,10:00:00 PM
436,22 Шипуново Октябрьская 38,Холди,"658390, с. Шипуново, ул. Октябрьская, 38",52.215589,82.267354,8:00:00 AM,9:00:00 PM
437,55 Омск Декабристов 116,Сибириада,"644046, г. Омск, ул. Декабристов, 116",54.966127,73.395521,8:00:00 AM,12:00:00 AM
439,55 Омск 70 лет Октября 19,Планета Холидей,"644074, г. Омск, ул. 70 лет Октября, 19",54.98103,73.321329,10:00:00 AM,11:00:00 PM
440,55 Омск Лукашевича 14/4,Планета Холидей,"644081, г. Омск, ул. Лукашевича, 14/4",54.996557,73.273871,8:00:00 AM,1:00:00 AM
441,55 Омск 10 лет Октября 109,Планета Холидей,"644070, г. Омск, ул. 10 лет Октября, 109",54.985612,73.403058,8:00:00 AM,12:00:00 AM
442,55 Омск Котельникова 12,Планета Холидей,"644121, г. Омск, ул. Котельникова, 12",54.935193,73.377267,8:00:00 AM,12:00:00 AM
443,55 Омск Ленина 30,Планета Холидей,"644010, г. Омск, ул. Ленина, 30",54.975925,73.377923,8:00:00 AM,12:00:00 AM
444,55 Омск Волховстроя 1,Планета Холидей,"644122, г. Омск, ул.Волховстроя, 1",55.001902,73.356309,8:00:00 AM,12:00:00 AM
445,55 Омск Бородина 12,Холди,"644083, г. Омск, ул. Бородина, 12",55.05135,73.31346,8:00:00 AM,12:00:00 AM
446,55 Омск Маяковского 48,Сибириада,"644046, г. Омск, ул. Маяковского, 48",54.970763,73.396931,8:00:00 AM,11:00:00 PM
447,55 Омск Кирова 7,Сибириада,"644041, г. Омск, ул. Кирова, 7",54.94913,73.418284,8:00:00 AM,12:00:00 AM
448,55 Омск Блюхера 22,Сибириада,"644045, г. Омск, ул. Блюхера, 22",55.036138,73.292736,8:00:00 AM,11:00:00 PM
449,55 Омск Крупской 8/1,Сибириада,"644119, г. Омск, ул. Крупской, 8/1",55.005351,73.295754,8:00:00 AM,12:00:00 AM
450,55 Омск Красный Путь 63,Планета Холидей,"644043, г. Омск, ул. Красный Путь, 63",54.996495,73.356579,8:00:00 AM,12:00:00 AM
451,22 Заринск Таратынова 14,Холди,"659100, г. Заринск, ул. Таратынова, 14",53.6996,84.932656,8:00:00 AM,9:00:00 PM
452,55 Омск Пригородная 5/2,Планета Холидей,"644077, г. Омск, ул. Пригородная, 5, корп.2",55.023625,73.267942,8:00:00 AM,12:00:00 AM
453,55 Лузино Комсомольская 4,Холди,"644504, с. Лузино, ул. Комсомольская, 4",54.947455,73.022046,9:00:00 AM,10:00:00 PM
454,55 Ростовка 21,Холди,"644527, п. Ростовка, 21",55.018176,73.578618,9:00:00 AM,10:00:00 PM
456,42К Ленинск-Кузнецкий Кирова 34Б,Холди,"652500, г. Ленинск-Кузнецкий, ул. Кирова, 34б",54.664526,86.167471,8:00:00 AM,9:00:00 PM
457,54 Новосибирск Курчатова 7/1,Холди,"630129, г. Новосибирск, ул. Курчатова, 7/1",55.104723,82.965992,8:00:00 AM,9:00:00 PM
458,55 Омск Академика Павлова 22,Сибириада,"644005, г. Омск, ул. Академика Павлова, 22",54.940934,73.389295,8:00:00 AM,12:00:00 AM
460,22 Бийск Горького 132,Холди,"659301, г. Бийск, ул. Горького 132",52.533858,85.245997,8:00:00 AM,9:00:00 PM
